0:	3.393089273135E-04
1:	5.980150593422E-04
2:	8.299160918641E-04
3:	1.086197481451E-03
4:	1.367080199720E-03
5:	1.613468849202E-03
6:	1.845923181161E-03
7:	2.055136306752E-03
8:	2.242707536524E-03
9:	2.449599396881E-03
10:	2.637659245287E-03
11:	2.848408369851E-03
12:	3.077992119192E-03
13:	3.247521581419E-03
14:	3.384329538947E-03
15:	3.548169337681E-03
16:	3.733269684220E-03
17:	3.940879614121E-03
18:	4.136733208322E-03
19:	4.304247889913E-03
20:	4.457004469288E-03
21:	4.629525673897E-03
22:	4.843118972221E-03
23:	5.080886366905E-03
24:	5.295860952688E-03
25:	5.476649824595E-03
26:	5.636515935337E-03
27:	5.810381395735E-03
28:	6.015738558775E-03
29:	6.234221725108E-03
30:	6.441217610362E-03
31:	6.624011071851E-03
32:	6.795635795888E-03
33:	6.977136551785E-03
34:	7.177214167107E-03
35:	7.386740939951E-03
36:	7.589519890486E-03
37:	7.776730754752E-03
38:	7.954878454320E-03
39:	8.139253368082E-03
40:	8.337535419730E-03
41:	8.543457147063E-03
42:	8.744299207925E-03
43:	8.933593237714E-03
44:	9.120083212407E-03
45:	9.316862955329E-03
46:	9.521416424264E-03
47:	9.730704124239E-03
48:	9.938135813911E-03
49:	1.013963312404E-02
50:	1.033789525501E-02
51:	1.053873853228E-02
52:	1.074569893490E-02
53:	1.095653524515E-02
54:	1.116556102599E-02
55:	1.137027903957E-02
56:	1.157303025594E-02
57:	1.177786442371E-02
58:	1.198681743140E-02
59:	1.219829004351E-02
60:	1.240914772744E-02
61:	1.261744938921E-02
62:	1.282422552439E-02
63:	1.303254644067E-02
64:	1.324422363009E-02
65:	1.345817941837E-02
66:	1.367190439896E-02
67:	1.388418935931E-02
68:	1.409617532213E-02
69:	1.430978949600E-02
70:	1.452588090761E-02
71:	1.474387260817E-02
72:	1.496354190648E-02
73:	1.518272047050E-02
74:	1.540183869805E-02
75:	1.562225322965E-02
76:	1.584490131638E-02
77:	1.606921813738E-02
78:	1.629392351496E-02
79:	1.651839715615E-02
80:	1.674320696698E-02
81:	1.696922584664E-02
82:	1.719682754838E-02
83:	1.742571354575E-02
84:	1.765523753285E-02
85:	1.788493836241E-02
86:	1.811494407055E-02
87:	1.834591576050E-02
88:	1.857830466799E-02
89:	1.881184874567E-02
90:	1.904597022756E-02
91:	1.928034346386E-02
92:	1.951524653759E-02
93:	1.975109867717E-02
94:	1.998802281643E-02
95:	2.022590215995E-02
96:	2.046446198717E-02
97:	2.070350072787E-02
98:	2.094302405915E-02
99:	2.118335245217E-02
100:	2.142471918898E-02
101:	2.166700732082E-02
102:	2.190992292848E-02
103:	2.215334309154E-02
104:	2.239742169160E-02
105:	2.264236426510E-02
106:	2.288824978334E-02
107:	2.313506171061E-02
108:	2.338274326745E-02
109:	2.363122044102E-02
110:	2.388049580470E-02
111:	2.413069714455E-02
112:	2.438193083002E-02
113:	2.463411961746E-02
114:	2.488708823277E-02
115:	2.514077041516E-02
116:	2.539523796581E-02
117:	2.565056497381E-02
118:	2.590675354359E-02
119:	2.616376265458E-02
120:	2.642152615724E-02
121:	2.667996242479E-02
122:	2.693903556366E-02
123:	2.719879547851E-02
124:	2.745929337158E-02
125:	2.772047966603E-02
126:	2.798224418230E-02
127:	2.824453806754E-02
128:	2.850738712254E-02
129:	2.877080989932E-02
130:	2.903478530716E-02
131:	2.929928552015E-02
132:	2.956427685592E-02
133:	2.982970785276E-02
134:	3.009554435772E-02
135:	3.036180328753E-02
136:	3.062850475952E-02
137:	3.089561218144E-02
138:	3.116305611208E-02
139:	3.143080347748E-02
140:	3.169886040159E-02
141:	3.196722431148E-02
142:	3.223586932647E-02
143:	3.250477177220E-02
144:	3.277390923797E-02
145:	3.304324559359E-02
146:	3.331274850224E-02
147:	3.358241642416E-02
148:	3.385225351134E-02
149:	3.412223083286E-02
150:	3.439229967958E-02
151:	3.466243466203E-02
152:	3.493263201526E-02
153:	3.520287863476E-02
154:	3.547314772881E-02
155:	3.574341841360E-02
156:	3.601367225933E-02
157:	3.628388009299E-02
158:	3.655401247706E-02
159:	3.682405858980E-02
160:	3.709401234775E-02
161:	3.736384837629E-02
162:	3.763352949036E-02
163:	3.790303288789E-02
164:	3.817234821784E-02
165:	3.844145748189E-02
166:	3.871033405972E-02
167:	3.897895720868E-02
168:	3.924730909679E-02
169:	3.951536365652E-02
170:	3.978309307794E-02
171:	4.005048119621E-02
172:	4.031751555603E-02
173:	4.058417181617E-02
174:	4.085041864775E-02
175:	4.111623375011E-02
176:	4.138160209199E-02
177:	4.164650279078E-02
178:	4.191090965006E-02
179:	4.217480109918E-02
180:	4.243815826401E-02
181:	4.270095627698E-02
182:	4.296316831084E-02
183:	4.322477478342E-02
184:	4.348575911750E-02
185:	4.374609706446E-02
186:	4.400576006181E-02
187:	4.426472526999E-02
188:	4.452297424257E-02
189:	4.478048381847E-02
190:	4.503722744789E-02
191:	4.529318176122E-02
192:	4.554832522475E-02
193:	4.580263150826E-02
194:	4.605607235951E-02
195:	4.630862342906E-02
196:	4.656026205293E-02
197:	4.681095988091E-02
198:	4.706068527073E-02
199:	4.730940929272E-02
200:	4.755710506384E-02
201:	4.780374124945E-02
202:	4.804928342188E-02
203:	4.829369817005E-02
204:	4.853695230326E-02
205:	4.877900746321E-02
206:	4.901982190065E-02
207:	4.925935358114E-02
208:	4.949755834664E-02
209:	4.973438358515E-02
210:	4.996976875601E-02
211:	5.020364727723E-02
212:	5.043594424939E-02
213:	5.066656952274E-02
214:	5.089541651868E-02
215:	5.112236219194E-02
216:	5.134726426013E-02
217:	5.156995511527E-02
218:	5.179024178455E-02
219:	5.200790730328E-02
220:	5.222271059722E-02
221:	5.243438440777E-02
222:	5.264264010838E-02
223:	5.284717473159E-02
224:	5.304767759537E-02
225:	5.324383505043E-02
226:	5.343534085874E-02
227:	5.362190723685E-02
228:	5.380327458787E-02
229:	5.397921788696E-02
230:	5.414955666495E-02
231:	5.431416493164E-02
232:	5.447298667697E-02
233:	5.462614518820E-02
234:	5.477394783122E-02
235:	5.491626722901E-02
236:	5.505314893170E-02
237:	5.518471987869E-02
238:	5.531116194802E-02
239:	5.543270316188E-02
240:	5.554961365994E-02
